# Log header
#-------------------------------------
# Application: Sleep
# Log description: 
# Device: XeThru X2M200, USB, \\.\COM4
# FW Version: 1.1.0-BETA
# SW Version: 2.3.1
# Time: 21-06-2017 13:43
#
# Module settings
#-------------------------------------
# Detection zone: 0.4 to 2
# Sensitivity: 9
#-------------------------------------
TimeStamp;State;RPM;ObjectDistance;ObjectMovement;SignalQuality
2017-06-21T13:43:30.089+05:30;0;9;0.989191;4.70464;10
2017-06-21T13:43:30.139+05:30;0;9;0.989191;6.05355;10
2017-06-21T13:43:30.379+05:30;0;9;0.989191;6.55247;10
2017-06-21T13:43:30.381+05:30;0;9;0.989191;5.27588;10
2017-06-21T13:43:30.389+05:30;0;9;0.989191;2.94599;10
2017-06-21T13:43:30.392+05:30;0;9;0.989191;0.925608;10
2017-06-21T13:43:30.395+05:30;0;9;0.989191;1.17384;10
2017-06-21T13:43:30.445+05:30;0;9;0.989191;3.84192;10
2017-06-21T13:43:30.489+05:30;0;9;0.989191;5.55467;10
2017-06-21T13:43:30.540+05:30;0;9;0.989191;5.15247;10
2017-06-21T13:43:30.589+05:30;0;9;0.989191;4.03121;10
2017-06-21T13:43:30.639+05:30;0;9;0.989191;2.90584;10
2017-06-21T13:43:30.740+05:30;0;9;0.989191;3.34684;10
2017-06-21T13:43:30.743+05:30;0;9;0.989191;6.8493;10
2017-06-21T13:43:30.790+05:30;0;9;0.989191;11.8845;10
2017-06-21T13:43:30.840+05:30;0;9;0.989191;16.1065;10
2017-06-21T13:43:30.890+05:30;0;9;0.989191;18.7711;10
2017-06-21T13:43:30.945+05:30;0;9;0.989191;18.27;10
2017-06-21T13:43:30.989+05:30;0;9;0.989191;14.2441;10
2017-06-21T13:43:31.040+05:30;0;9;0.989191;10.4063;10
2017-06-21T13:43:31.089+05:30;0;9;0.989191;8.81088;10
2017-06-21T13:43:31.139+05:30;0;9;0.989191;8.52951;10
2017-06-21T13:43:31.378+05:30;0;9;0.989191;8.91103;10
2017-06-21T13:43:31.381+05:30;0;9;0.989191;9.54907;10
2017-06-21T13:43:31.389+05:30;0;9;0.989191;10.0584;10
2017-06-21T13:43:31.392+05:30;0;9;0.989191;10.2754;10
2017-06-21T13:43:31.395+05:30;0;9;0.989191;10.2753;10
2017-06-21T13:43:31.446+05:30;0;9;0.989191;10.206;10
2017-06-21T13:43:31.491+05:30;0;9;0.989191;10.1583;10
2017-06-21T13:43:31.540+05:30;0;9;0.989191;10.088;10
2017-06-21T13:43:31.590+05:30;0;9;0.989191;10.008;10
2017-06-21T13:43:31.640+05:30;0;9;0.989191;9.99353;10
2017-06-21T13:43:31.740+05:30;0;9;0.989191;10.0782;10
2017-06-21T13:43:31.744+05:30;0;9;0.989191;10.2106;10
2017-06-21T13:43:31.790+05:30;0;9;0.989191;10.298;10
2017-06-21T13:43:31.841+05:30;0;9;0.989191;10.3409;10
2017-06-21T13:43:31.890+05:30;0;9;0.989191;10.3349;10
2017-06-21T13:43:31.946+05:30;0;9;0.989191;10.0341;10
2017-06-21T13:43:31.990+05:30;0;9;0.989191;9.21834;10
2017-06-21T13:43:32.040+05:30;0;9;0.989191;8.07078;10
2017-06-21T13:43:32.090+05:30;0;9;0.989191;6.80651;10
2017-06-21T13:43:32.140+05:30;0;9;0.989191;5.39566;10
2017-06-21T13:43:32.379+05:30;0;9;0.989191;3.72755;10
2017-06-21T13:43:32.381+05:30;0;9;0.989191;1.85244;10
2017-06-21T13:43:32.390+05:30;0;9;0.989191;0.0884688;10
2017-06-21T13:43:32.392+05:30;0;9;0.989191;-1.26853;10
2017-06-21T13:43:32.395+05:30;0;9;0.989191;-2.17751;10
2017-06-21T13:43:32.445+05:30;0;9;0.989191;-2.74614;10
2017-06-21T13:43:32.490+05:30;0;9;0.989191;-3.12819;10
2017-06-21T13:43:32.540+05:30;0;9;0.989191;-3.46221;10
2017-06-21T13:43:32.590+05:30;0;9;0.989191;-3.72896;10
2017-06-21T13:43:32.640+05:30;0;9;0.989191;-3.82307;10
2017-06-21T13:43:32.740+05:30;0;9;0.989191;-3.48267;10
2017-06-21T13:43:32.743+05:30;0;9;0.989191;-2.47773;10
2017-06-21T13:43:32.789+05:30;0;9;0.989191;-1.13316;10
2017-06-21T13:43:32.839+05:30;0;9;0.989191;0.0519087;10
2017-06-21T13:43:32.889+05:30;0;9;0.989191;0.881144;10
2017-06-21T13:43:32.945+05:30;0;9;0.989191;1.30849;10
2017-06-21T13:43:32.989+05:30;0;9;0.989191;1.40034;10
2017-06-21T13:43:33.040+05:30;0;9;0.989191;1.34521;10
2017-06-21T13:43:33.089+05:30;0;9;0.989191;1.25534;10
2017-06-21T13:43:33.139+05:30;0;9;0.989191;1.13383;10
2017-06-21T13:43:33.416+05:30;0;9;0.989191;0.957822;10
2017-06-21T13:43:33.420+05:30;0;9;0.989191;0.725404;10
2017-06-21T13:43:33.421+05:30;0;9;0.989191;0.487086;10
2017-06-21T13:43:33.424+05:30;0;9;0.989191;0.264628;10
2017-06-21T13:43:33.426+05:30;0;9;0.989191;0.0258715;10
2017-06-21T13:43:33.446+05:30;0;9;0.989191;-0.223585;10
2017-06-21T13:43:33.489+05:30;0;9;0.989191;-0.464714;10
2017-06-21T13:43:33.539+05:30;0;9;0.989191;-0.716101;10
