# Log header
#-------------------------------------
# Application: Sleep
# Log description: 
# Device: XeThru X2M200, USB, \\.\COM4
# FW Version: 1.1.0-BETA
# SW Version: 2.3.1
# Time: 21-06-2017 13:43
#
# Module settings
#-------------------------------------
# Detection zone: 0.4 to 2
# Sensitivity: 9
#-------------------------------------
TimeStamp;State;RPM;ObjectDistance;ObjectMovement;SignalQuality
2017-06-21T13:43:33.589+05:30;0;9;0.989191;-0.931235;10
2017-06-21T13:43:33.639+05:30;0;9;0.989191;-1.03559;10
2017-06-21T13:43:33.740+05:30;0;9;0.989191;-1.01195;10
2017-06-21T13:43:33.743+05:30;0;9;0.989191;-0.916275;10
2017-06-21T13:43:33.789+05:30;0;9;0.989191;-0.836747;10
2017-06-21T13:43:33.840+05:30;0;9;0.989191;-0.770794;10
2017-06-21T13:43:33.889+05:30;0;9;0.989191;-0.668885;10
2017-06-21T13:43:33.945+05:30;0;9;0.989191;-0.514552;10
2017-06-21T13:43:33.989+05:30;0;9;0.989191;-0.313688;10
2017-06-21T13:43:34.039+05:30;0;9;0.989191;-0.105005;10
2017-06-21T13:43:34.089+05:30;0;9;0.989191;0.0441908;10
2017-06-21T13:43:34.140+05:30;0;9;0.989191;0.0928144;10
2017-06-21T13:43:34.416+05:30;0;9;0.989191;0.0666671;10
2017-06-21T13:43:34.419+05:30;0;9;0.989191;0.02272;10
2017-06-21T13:43:34.421+05:30;0;9;0.989191;0.00182582;10
2017-06-21T13:43:34.424+05:30;0;9;0.989191;0.023824;10
2017-06-21T13:43:34.426+05:30;0;9;0.989191;0.0870075;10
2017-06-21T13:43:34.445+05:30;0;9;0.989191;0.0232671;10
2017-06-21T13:43:34.490+05:30;0;9;0.989191;-0.440704;10
2017-06-21T13:43:34.540+05:30;0;9;0.989191;-1.24649;10
2017-06-21T13:43:34.590+05:30;0;9;0.989191;-2.04327;10
2017-06-21T13:43:34.640+05:30;0;9;0.989191;-2.60121;10
2017-06-21T13:43:34.740+05:30;0;9;0.989191;-2.81421;10
2017-06-21T13:43:34.743+05:30;0;9;0.989191;-2.73577;10
2017-06-21T13:43:34.791+05:30;0;9;0.989191;-2.62861;10
2017-06-21T13:43:34.840+05:30;0;9;0.989191;-2.62609;10
2017-06-21T13:43:34.890+05:30;0;9;0.989191;-2.69384;10
2017-06-21T13:43:34.945+05:30;0;9;0.989191;-2.72367;10
2017-06-21T13:43:34.991+05:30;0;9;0.989191;-2.6808;10
2017-06-21T13:43:35.040+05:30;0;9;0.989191;-2.72829;10
2017-06-21T13:43:35.091+05:30;0;9;0.989191;-2.89489;10
2017-06-21T13:43:35.140+05:30;0;9;0.989191;-3.04993;10
2017-06-21T13:43:35.415+05:30;0;9;0.989191;-3.03057;10
2017-06-21T13:43:35.418+05:30;0;9;0.989191;-2.79948;10
2017-06-21T13:43:35.421+05:30;0;9;0.989191;-2.5648;10
2017-06-21T13:43:35.423+05:30;0;9;0.989191;-2.44035;10
2017-06-21T13:43:35.426+05:30;0;9;0.989191;-2.39011;10
2017-06-21T13:43:35.446+05:30;0;9;0.989191;-3.06016;10
2017-06-21T13:43:35.491+05:30;0;9;0.989191;-5.20566;10
2017-06-21T13:43:35.540+05:30;0;9;0.989191;-8.07006;10
2017-06-21T13:43:35.590+05:30;0;9;0.989191;-10.453;10
2017-06-21T13:43:35.640+05:30;0;9;0.989191;-12.0188;10
2017-06-21T13:43:35.740+05:30;0;9;0.989191;-12.1888;10
2017-06-21T13:43:35.744+05:30;0;9;0.989191;-10.466;10
2017-06-21T13:43:35.790+05:30;0;9;0.989191;-7.90248;10
2017-06-21T13:43:35.840+05:30;0;9;0.989191;-5.64036;10
2017-06-21T13:43:35.890+05:30;0;9;0.989191;-3.86181;10
2017-06-21T13:43:35.946+05:30;0;9;0.989191;-2.59961;10
2017-06-21T13:43:35.990+05:30;0;9;0.989191;-2.01338;10
2017-06-21T13:43:36.040+05:30;0;9;0.989191;-2.25777;10
2017-06-21T13:43:36.090+05:30;0;9;0.989191;-3.11821;10
2017-06-21T13:43:36.140+05:30;0;9;0.989191;-4.09843;10
2017-06-21T13:43:36.417+05:30;1;0;0;0;0
2017-06-21T13:43:36.418+05:30;1;0;0;0;0
2017-06-21T13:43:36.421+05:30;1;0;0;0;0
2017-06-21T13:43:36.424+05:30;1;0;0;0;0
2017-06-21T13:43:36.427+05:30;1;0;0;0;0
2017-06-21T13:43:36.446+05:30;1;0;0;0;0
2017-06-21T13:43:36.490+05:30;1;0;0;0;0
2017-06-21T13:43:36.540+05:30;1;0;0;0;0
2017-06-21T13:43:36.590+05:30;1;0;0;0;0
2017-06-21T13:43:36.640+05:30;1;0;0;0;0
2017-06-21T13:43:36.740+05:30;1;0;0;0;0
2017-06-21T13:43:36.744+05:30;1;0;0;0;0
2017-06-21T13:43:36.790+05:30;1;0;0;0;0
2017-06-21T13:43:36.841+05:30;1;0;0;0;0
2017-06-21T13:43:36.890+05:30;1;0;0;0;0
2017-06-21T13:43:36.946+05:30;1;0;0;0;0
2017-06-21T13:43:36.990+05:30;1;0;0;0;0
2017-06-21T13:43:37.041+05:30;1;0;0;0;0
2017-06-21T13:43:37.090+05:30;1;0;0;0;0
2017-06-21T13:43:37.140+05:30;1;0;0;0;0
2017-06-21T13:43:37.379+05:30;1;0;0;0;0
2017-06-21T13:43:37.381+05:30;1;0;0;0;0
2017-06-21T13:43:37.389+05:30;1;0;0;0;0
2017-06-21T13:43:37.392+05:30;1;0;0;0;0
2017-06-21T13:43:37.395+05:30;1;0;0;0;0
2017-06-21T13:43:37.445+05:30;1;0;0;0;0
2017-06-21T13:43:37.490+05:30;1;0;0;0;0
2017-06-21T13:43:37.540+05:30;1;0;0;0;0
2017-06-21T13:43:37.590+05:30;1;0;0;0;0
2017-06-21T13:43:37.640+05:30;1;0;0;0;0
2017-06-21T13:43:37.740+05:30;1;0;0;0;0
2017-06-21T13:43:37.744+05:30;1;0;0;0;0
2017-06-21T13:43:37.790+05:30;1;0;0;0;0
2017-06-21T13:43:37.840+05:30;1;0;0;0;0
2017-06-21T13:43:37.890+05:30;1;0;0;0;0
2017-06-21T13:43:37.946+05:30;1;0;0;0;0
2017-06-21T13:43:37.990+05:30;1;0;0;0;0
2017-06-21T13:43:38.040+05:30;1;0;0;0;0
2017-06-21T13:43:38.090+05:30;1;0;0;0;0
2017-06-21T13:43:38.140+05:30;1;0;0;0;0
2017-06-21T13:43:38.382+05:30;2;0;0;0;0
2017-06-21T13:43:38.388+05:30;2;0;0;0;0
2017-06-21T13:43:38.391+05:30;2;0;0;0;0
2017-06-21T13:43:38.395+05:30;2;0;0;0;0
2017-06-21T13:43:38.397+05:30;2;0;0;0;0
2017-06-21T13:43:38.445+05:30;2;0;0;0;0
2017-06-21T13:43:38.490+05:30;2;0;0;0;0
2017-06-21T13:43:38.540+05:30;2;0;0;0;0
2017-06-21T13:43:38.590+05:30;2;0;0;0;0
2017-06-21T13:43:38.640+05:30;2;0;0;0;0
2017-06-21T13:43:38.740+05:30;2;0;0;0;0
2017-06-21T13:43:38.744+05:30;2;0;0;0;0
2017-06-21T13:43:38.790+05:30;2;0;0;0;0
2017-06-21T13:43:38.840+05:30;2;0;0;0;0
2017-06-21T13:43:38.890+05:30;2;0;0;0;0
2017-06-21T13:43:38.946+05:30;2;0;0;0;0
2017-06-21T13:43:38.990+05:30;2;0;0;0;0
2017-06-21T13:43:39.040+05:30;2;0;0;0;0
2017-06-21T13:43:39.090+05:30;2;0;0;0;0
2017-06-21T13:43:39.140+05:30;2;0;0;0;0
2017-06-21T13:43:39.381+05:30;2;0;0;0;0
2017-06-21T13:43:39.388+05:30;2;0;0;0;0
2017-06-21T13:43:39.391+05:30;2;0;0;0;0
2017-06-21T13:43:39.394+05:30;2;0;0;0;0
2017-06-21T13:43:39.396+05:30;2;0;0;0;0
2017-06-21T13:43:39.447+05:30;2;0;0;0;0
2017-06-21T13:43:39.490+05:30;2;0;0;0;0
2017-06-21T13:43:39.540+05:30;2;0;0;0;0
2017-06-21T13:43:39.590+05:30;2;0;0;0;0
2017-06-21T13:43:39.640+05:30;2;0;0;0;0
2017-06-21T13:43:39.740+05:30;2;0;0;0;0
2017-06-21T13:43:39.744+05:30;2;0;0;0;0
2017-06-21T13:43:39.790+05:30;2;0;0;0;0
2017-06-21T13:43:39.840+05:30;2;0;0;0;0
2017-06-21T13:43:39.891+05:30;2;0;0;0;0
2017-06-21T13:43:39.947+05:30;2;0;0;0;0
2017-06-21T13:43:39.990+05:30;2;0;0;0;0
2017-06-21T13:43:40.040+05:30;2;0;0;0;0
2017-06-21T13:43:40.090+05:30;2;0;0;0;0
2017-06-21T13:43:40.140+05:30;2;0;0;0;0
2017-06-21T13:43:40.379+05:30;2;0;0;0;0
2017-06-21T13:43:40.388+05:30;2;0;0;0;0
2017-06-21T13:43:40.390+05:30;2;0;0;0;0
2017-06-21T13:43:40.393+05:30;2;0;0;0;0
2017-06-21T13:43:40.396+05:30;2;0;0;0;0
2017-06-21T13:43:40.446+05:30;2;0;0;0;0
2017-06-21T13:43:40.490+05:30;2;0;0;0;0
2017-06-21T13:43:40.540+05:30;2;0;0;0;0
2017-06-21T13:43:40.590+05:30;2;0;0;0;0
2017-06-21T13:43:40.640+05:30;2;0;0;0;0
2017-06-21T13:43:40.740+05:30;2;0;0;0;0
2017-06-21T13:43:40.744+05:30;2;0;0;0;0
2017-06-21T13:43:40.790+05:30;2;0;0;0;0
2017-06-21T13:43:40.840+05:30;2;0;0;0;0
2017-06-21T13:43:40.890+05:30;2;0;0;0;0
2017-06-21T13:43:40.946+05:30;2;0;0;0;0
2017-06-21T13:43:40.991+05:30;2;0;0;0;0
2017-06-21T13:43:41.040+05:30;2;0;0;0;0
2017-06-21T13:43:41.090+05:30;2;0;0;0;0
2017-06-21T13:43:41.140+05:30;2;0;0;0;0
2017-06-21T13:43:41.378+05:30;1;0;0;0;0
2017-06-21T13:43:41.380+05:30;1;0;0;0;0
2017-06-21T13:43:41.388+05:30;1;0;0;0;0
2017-06-21T13:43:41.391+05:30;1;0;0;0;0
2017-06-21T13:43:41.394+05:30;1;0;0;0;0
2017-06-21T13:43:41.447+05:30;1;0;0;0;0
2017-06-21T13:43:41.490+05:30;1;0;0;0;0
2017-06-21T13:43:41.540+05:30;1;0;0;0;0
2017-06-21T13:43:41.590+05:30;1;0;0;0;0
2017-06-21T13:43:41.640+05:30;1;0;0;0;0
2017-06-21T13:43:41.740+05:30;1;0;0;0;0
2017-06-21T13:43:41.745+05:30;1;0;0;0;0
2017-06-21T13:43:41.790+05:30;1;0;0;0;0
2017-06-21T13:43:41.840+05:30;1;0;0;0;0
2017-06-21T13:43:41.890+05:30;1;0;0;0;0
2017-06-21T13:43:41.946+05:30;1;0;0;0;0
2017-06-21T13:43:41.991+05:30;1;0;0;0;0
2017-06-21T13:43:42.040+05:30;1;0;0;0;0
2017-06-21T13:43:42.090+05:30;1;0;0;0;0
2017-06-21T13:43:42.140+05:30;1;0;0;0;0
2017-06-21T13:43:42.378+05:30;1;0;0;0;0
2017-06-21T13:43:42.381+05:30;1;0;0;0;0
2017-06-21T13:43:42.389+05:30;1;0;0;0;0
2017-06-21T13:43:42.391+05:30;1;0;0;0;0
2017-06-21T13:43:42.394+05:30;1;0;0;0;0
2017-06-21T13:43:42.446+05:30;1;0;0;0;0
2017-06-21T13:43:42.490+05:30;1;0;0;0;0
2017-06-21T13:43:42.540+05:30;1;0;0;0;0
2017-06-21T13:43:42.591+05:30;1;0;0;0;0
2017-06-21T13:43:42.640+05:30;1;0;0;0;0
2017-06-21T13:43:42.741+05:30;1;0;0;0;0
2017-06-21T13:43:42.744+05:30;1;0;0;0;0
2017-06-21T13:43:42.790+05:30;1;0;0;0;0
2017-06-21T13:43:42.840+05:30;1;0;0;0;0
2017-06-21T13:43:42.890+05:30;1;0;0;0;0
2017-06-21T13:43:42.946+05:30;1;0;0;0;0
2017-06-21T13:43:42.990+05:30;1;0;0;0;0
2017-06-21T13:43:43.040+05:30;1;0;0;0;0
2017-06-21T13:43:43.090+05:30;1;0;0;0;0
2017-06-21T13:43:43.140+05:30;1;0;0;0;0
2017-06-21T13:43:43.378+05:30;0;8;0.563514;-10.0626;10
2017-06-21T13:43:43.381+05:30;0;8;0.563514;-10.4173;10
2017-06-21T13:43:43.389+05:30;0;8;0.563514;-10.323;10
2017-06-21T13:43:43.392+05:30;0;8;0.563514;-9.91751;10
2017-06-21T13:43:43.395+05:30;0;8;0.563514;-9.406;10
2017-06-21T13:43:43.446+05:30;0;8;0.563514;-8.98814;10
2017-06-21T13:43:43.490+05:30;0;8;0.563514;-8.73335;10
2017-06-21T13:43:43.540+05:30;0;8;0.563514;-8.49548;10
2017-06-21T13:43:43.590+05:30;0;8;0.563514;-8.19277;10
2017-06-21T13:43:43.641+05:30;0;8;0.563514;-7.86045;10
2017-06-21T13:43:43.741+05:30;0;8;0.563514;-7.62936;10
2017-06-21T13:43:43.744+05:30;0;8;0.563514;-7.55551;10
2017-06-21T13:43:43.791+05:30;0;8;0.563514;-7.44071;10
2017-06-21T13:43:43.840+05:30;0;8;0.563514;-7.21224;10
2017-06-21T13:43:43.890+05:30;0;8;0.563514;-6.97241;10
2017-06-21T13:43:43.946+05:30;0;8;0.563514;-6.79287;10
2017-06-21T13:43:43.991+05:30;0;8;0.563514;-6.62794;10
2017-06-21T13:43:44.040+05:30;0;8;0.563514;-6.35086;10
2017-06-21T13:43:44.091+05:30;0;8;0.563514;-5.98828;10
2017-06-21T13:43:44.140+05:30;0;8;0.563514;-5.64304;10
2017-06-21T13:43:44.379+05:30;0;8;0.543244;-5.41651;10
2017-06-21T13:43:44.382+05:30;0;8;0.543244;-5.33224;10
2017-06-21T13:43:44.389+05:30;0;8;0.543244;-5.25776;10
2017-06-21T13:43:44.393+05:30;0;8;0.543244;-5.16643;10
2017-06-21T13:43:44.396+05:30;0;8;0.543244;-5.13663;10
2017-06-21T13:43:44.446+05:30;0;8;0.543244;-5.22098;10
2017-06-21T13:43:44.490+05:30;0;8;0.543244;-5.39119;10
2017-06-21T13:43:44.540+05:30;0;8;0.543244;-5.50983;10
2017-06-21T13:43:44.590+05:30;0;8;0.543244;-5.51511;10
2017-06-21T13:43:44.641+05:30;0;8;0.543244;-5.44076;10
2017-06-21T13:43:44.742+05:30;0;8;0.543244;-5.34406;10
2017-06-21T13:43:44.744+05:30;0;8;0.543244;-5.24772;10
2017-06-21T13:43:44.790+05:30;0;8;0.543244;-5.0983;10
2017-06-21T13:43:44.840+05:30;0;8;0.543244;-4.88709;10
2017-06-21T13:43:44.890+05:30;0;8;0.543244;-4.66027;10
2017-06-21T13:43:44.946+05:30;0;8;0.543244;-4.48187;10
2017-06-21T13:43:44.991+05:30;0;8;0.543244;-4.37628;10
2017-06-21T13:43:45.040+05:30;0;8;0.543244;-4.2786;10
2017-06-21T13:43:45.090+05:30;0;8;0.543244;-4.16303;10
2017-06-21T13:43:45.140+05:30;0;8;0.543244;-4.05573;10
2017-06-21T13:43:45.379+05:30;0;8;0.543244;-3.88479;10
2017-06-21T13:43:45.383+05:30;0;8;0.543244;-3.53374;10
2017-06-21T13:43:45.390+05:30;0;8;0.543244;-3.06031;10
2017-06-21T13:43:45.393+05:30;0;8;0.543244;-2.62875;10
2017-06-21T13:43:45.395+05:30;0;8;0.543244;-2.3228;10
2017-06-21T13:43:45.447+05:30;0;8;0.543244;-2.07414;10
2017-06-21T13:43:45.490+05:30;0;8;0.543244;-1.74166;10
2017-06-21T13:43:45.541+05:30;0;8;0.543244;-1.32091;10
2017-06-21T13:43:45.590+05:30;0;8;0.543244;-0.907095;10
2017-06-21T13:43:45.640+05:30;0;8;0.543244;-0.546483;10
2017-06-21T13:43:45.740+05:30;0;8;0.543244;-0.249404;10
2017-06-21T13:43:45.744+05:30;0;8;0.543244;0.019204;10
2017-06-21T13:43:45.790+05:30;0;8;0.543244;0.322192;10
2017-06-21T13:43:45.841+05:30;0;8;0.543244;0.642213;10
2017-06-21T13:43:45.890+05:30;0;8;0.543244;0.926732;10
2017-06-21T13:43:45.946+05:30;0;8;0.543244;1.01054;10
2017-06-21T13:43:45.990+05:30;0;8;0.543244;0.461371;10
2017-06-21T13:43:46.040+05:30;0;8;0.543244;-0.851643;10
2017-06-21T13:43:46.091+05:30;0;8;0.543244;-2.38286;10
2017-06-21T13:43:46.140+05:30;0;8;0.543244;-3.59132;10
2017-06-21T13:43:46.414+05:30;0;8;0.543244;-4.10284;10
2017-06-21T13:43:46.417+05:30;0;8;0.543244;-3.903;10
2017-06-21T13:43:46.420+05:30;0;8;0.543244;-3.58281;10
2017-06-21T13:43:46.424+05:30;0;8;0.543244;-3.4445;10
2017-06-21T13:43:46.426+05:30;0;8;0.543244;-3.37208;10
2017-06-21T13:43:46.446+05:30;0;8;0.543244;-3.34;10
2017-06-21T13:43:46.490+05:30;0;8;0.543244;-3.45849;10
2017-06-21T13:43:46.541+05:30;0;8;0.543244;-3.78774;10
2017-06-21T13:43:46.591+05:30;0;8;0.543244;-4.16372;10
2017-06-21T13:43:46.641+05:30;0;8;0.543244;-4.41651;10
2017-06-21T13:43:46.741+05:30;0;8;0.543244;-4.39227;10
2017-06-21T13:43:46.744+05:30;0;8;0.543244;-4.0708;10
2017-06-21T13:43:46.791+05:30;0;8;0.543244;-3.73734;10
2017-06-21T13:43:46.841+05:30;0;8;0.543244;-3.55167;10
2017-06-21T13:43:46.891+05:30;0;8;0.543244;-3.46689;10
2017-06-21T13:43:46.946+05:30;0;8;0.543244;-3.41784;10
2017-06-21T13:43:46.991+05:30;0;8;0.543244;-3.43265;10
2017-06-21T13:43:47.041+05:30;0;8;0.543244;-3.64206;10
2017-06-21T13:43:47.091+05:30;0;8;0.543244;-3.98028;10
2017-06-21T13:43:47.141+05:30;0;8;0.543244;-4.26162;10
2017-06-21T13:43:47.414+05:30;0;8;0.543244;-4.34016;10
2017-06-21T13:43:47.418+05:30;0;8;0.543244;-4.19585;10
2017-06-21T13:43:47.420+05:30;0;8;0.543244;-3.98901;10
2017-06-21T13:43:47.423+05:30;0;8;0.543244;-3.78662;10
2017-06-21T13:43:47.426+05:30;0;8;0.543244;-3.5415;10
2017-06-21T13:43:47.446+05:30;0;8;0.543244;-2.83638;10
2017-06-21T13:43:47.490+05:30;0;8;0.543244;-0.962129;10
2017-06-21T13:43:47.541+05:30;0;8;0.543244;1.93085;10
2017-06-21T13:43:47.591+05:30;0;8;0.543244;4.86519;10
2017-06-21T13:43:47.641+05:30;0;8;0.543244;7.12353;10
2017-06-21T13:43:47.741+05:30;0;8;0.543244;8.48179;10
2017-06-21T13:43:47.744+05:30;0;8;0.543244;9.08314;10
2017-06-21T13:43:47.791+05:30;0;8;0.543244;9.3063;10
2017-06-21T13:43:47.840+05:30;0;8;0.543244;9.42838;10
2017-06-21T13:43:47.891+05:30;0;8;0.543244;9.55752;10
2017-06-21T13:43:47.946+05:30;0;8;0.543244;9.79996;10
2017-06-21T13:43:47.990+05:30;0;8;0.543244;10.1538;10
2017-06-21T13:43:48.040+05:30;0;8;0.543244;10.4453;10
2017-06-21T13:43:48.091+05:30;0;8;0.543244;10.623;10
2017-06-21T13:43:48.140+05:30;0;8;0.543244;10.8066;10
2017-06-21T13:43:48.413+05:30;0;8;0.543244;11.2441;10
2017-06-21T13:43:48.417+05:30;0;8;0.543244;12.0145;10
2017-06-21T13:43:48.419+05:30;0;8;0.543244;12.7819;10
2017-06-21T13:43:48.423+05:30;0;8;0.543244;13.3245;10
2017-06-21T13:43:48.425+05:30;0;8;0.543244;13.6622;10
2017-06-21T13:43:48.447+05:30;0;8;0.543244;13.9079;10
2017-06-21T13:43:48.490+05:30;0;8;0.543244;14.0627;10
2017-06-21T13:43:48.540+05:30;0;8;0.543244;13.9011;10
2017-06-21T13:43:48.590+05:30;0;8;0.543244;13.4317;10
2017-06-21T13:43:48.641+05:30;0;8;0.543244;12.8554;10
2017-06-21T13:43:48.741+05:30;0;8;0.543244;12.4423;10
2017-06-21T13:43:48.744+05:30;0;8;0.543244;12.2692;10
2017-06-21T13:43:48.791+05:30;0;8;0.543244;11.9923;10
2017-06-21T13:43:48.840+05:30;0;8;0.543244;11.5055;10
2017-06-21T13:43:48.890+05:30;0;8;0.543244;10.9875;10
2017-06-21T13:43:48.946+05:30;0;8;0.543244;10.748;10
2017-06-21T13:43:48.990+05:30;0;8;0.543244;10.9176;10
2017-06-21T13:43:49.041+05:30;0;8;0.543244;11.0651;10
2017-06-21T13:43:49.090+05:30;0;8;0.543244;10.9337;10
2017-06-21T13:43:49.140+05:30;0;8;0.543244;10.6533;10
2017-06-21T13:43:49.414+05:30;1;0;0;0;0
2017-06-21T13:43:49.418+05:30;1;0;0;0;0
2017-06-21T13:43:49.421+05:30;1;0;0;0;0
2017-06-21T13:43:49.422+05:30;1;0;0;0;0
2017-06-21T13:43:49.426+05:30;1;0;0;0;0
2017-06-21T13:43:49.446+05:30;1;0;0;0;0
2017-06-21T13:43:49.490+05:30;1;0;0;0;0
2017-06-21T13:43:49.540+05:30;1;0;0;0;0
2017-06-21T13:43:49.590+05:30;1;0;0;0;0
2017-06-21T13:43:49.640+05:30;1;0;0;0;0
2017-06-21T13:43:49.741+05:30;1;0;0;0;0
2017-06-21T13:43:49.744+05:30;1;0;0;0;0
2017-06-21T13:43:49.790+05:30;1;0;0;0;0
2017-06-21T13:43:49.840+05:30;1;0;0;0;0
2017-06-21T13:43:49.890+05:30;1;0;0;0;0
2017-06-21T13:43:49.946+05:30;1;0;0;0;0
2017-06-21T13:43:49.990+05:30;1;0;0;0;0
2017-06-21T13:43:50.040+05:30;1;0;0;0;0
2017-06-21T13:43:50.090+05:30;1;0;0;0;0
2017-06-21T13:43:50.140+05:30;1;0;0;0;0
2017-06-21T13:43:50.378+05:30;1;0;0;0;0
2017-06-21T13:43:50.380+05:30;1;0;0;0;0
2017-06-21T13:43:50.388+05:30;1;0;0;0;0
2017-06-21T13:43:50.391+05:30;1;0;0;0;0
2017-06-21T13:43:50.393+05:30;1;0;0;0;0
2017-06-21T13:43:50.446+05:30;1;0;0;0;0
2017-06-21T13:43:50.490+05:30;1;0;0;0;0
2017-06-21T13:43:50.541+05:30;1;0;0;0;0
2017-06-21T13:43:50.590+05:30;1;0;0;0;0
2017-06-21T13:43:50.640+05:30;1;0;0;0;0
2017-06-21T13:43:50.741+05:30;1;0;0;0;0
2017-06-21T13:43:50.744+05:30;1;0;0;0;0
2017-06-21T13:43:50.790+05:30;1;0;0;0;0
2017-06-21T13:43:50.840+05:30;1;0;0;0;0
2017-06-21T13:43:50.890+05:30;1;0;0;0;0
2017-06-21T13:43:50.946+05:30;1;0;0;0;0
2017-06-21T13:43:50.990+05:30;1;0;0;0;0
2017-06-21T13:43:51.040+05:30;1;0;0;0;0
2017-06-21T13:43:51.090+05:30;1;0;0;0;0
2017-06-21T13:43:51.140+05:30;1;0;0;0;0
2017-06-21T13:43:51.379+05:30;2;0;0;0;0
2017-06-21T13:43:51.381+05:30;2;0;0;0;0
2017-06-21T13:43:51.389+05:30;2;0;0;0;0
2017-06-21T13:43:51.393+05:30;2;0;0;0;0
2017-06-21T13:43:51.396+05:30;2;0;0;0;0
2017-06-21T13:43:51.447+05:30;2;0;0;0;0
2017-06-21T13:43:51.491+05:30;2;0;0;0;0
2017-06-21T13:43:51.540+05:30;2;0;0;0;0
2017-06-21T13:43:51.590+05:30;2;0;0;0;0
2017-06-21T13:43:51.640+05:30;2;0;0;0;0
2017-06-21T13:43:51.741+05:30;2;0;0;0;0
2017-06-21T13:43:51.744+05:30;2;0;0;0;0
2017-06-21T13:43:51.790+05:30;2;0;0;0;0
2017-06-21T13:43:51.840+05:30;2;0;0;0;0
2017-06-21T13:43:51.890+05:30;2;0;0;0;0
2017-06-21T13:43:51.946+05:30;2;0;0;0;0
2017-06-21T13:43:51.990+05:30;2;0;0;0;0
2017-06-21T13:43:52.040+05:30;2;0;0;0;0
2017-06-21T13:43:52.090+05:30;2;0;0;0;0
2017-06-21T13:43:52.140+05:30;2;0;0;0;0
2017-06-21T13:43:52.378+05:30;2;0;0;0;0
2017-06-21T13:43:52.381+05:30;2;0;0;0;0
2017-06-21T13:43:52.390+05:30;2;0;0;0;0
2017-06-21T13:43:52.391+05:30;2;0;0;0;0
2017-06-21T13:43:52.394+05:30;2;0;0;0;0
2017-06-21T13:43:52.446+05:30;2;0;0;0;0
2017-06-21T13:43:52.490+05:30;2;0;0;0;0
2017-06-21T13:43:52.540+05:30;2;0;0;0;0
2017-06-21T13:43:52.590+05:30;2;0;0;0;0
2017-06-21T13:43:52.640+05:30;2;0;0;0;0
2017-06-21T13:43:52.741+05:30;2;0;0;0;0
2017-06-21T13:43:52.744+05:30;2;0;0;0;0
2017-06-21T13:43:52.790+05:30;2;0;0;0;0
2017-06-21T13:43:52.840+05:30;2;0;0;0;0
2017-06-21T13:43:52.890+05:30;2;0;0;0;0
2017-06-21T13:43:52.946+05:30;2;0;0;0;0
2017-06-21T13:43:52.990+05:30;2;0;0;0;0
2017-06-21T13:43:53.040+05:30;2;0;0;0;0
2017-06-21T13:43:53.090+05:30;2;0;0;0;0
2017-06-21T13:43:53.140+05:30;2;0;0;0;0
2017-06-21T13:43:53.378+05:30;2;0;0;0;0
2017-06-21T13:43:53.381+05:30;2;0;0;0;0
2017-06-21T13:43:53.389+05:30;2;0;0;0;0
2017-06-21T13:43:53.392+05:30;2;0;0;0;0
2017-06-21T13:43:53.394+05:30;2;0;0;0;0
2017-06-21T13:43:53.447+05:30;2;0;0;0;0
2017-06-21T13:43:53.490+05:30;2;0;0;0;0
2017-06-21T13:43:53.540+05:30;2;0;0;0;0
2017-06-21T13:43:53.590+05:30;2;0;0;0;0
2017-06-21T13:43:53.640+05:30;2;0;0;0;0
2017-06-21T13:43:53.741+05:30;2;0;0;0;0
2017-06-21T13:43:53.744+05:30;2;0;0;0;0
2017-06-21T13:43:53.791+05:30;2;0;0;0;0
2017-06-21T13:43:53.840+05:30;2;0;0;0;0
2017-06-21T13:43:53.890+05:30;2;0;0;0;0
2017-06-21T13:43:53.946+05:30;2;0;0;0;0
2017-06-21T13:43:53.990+05:30;2;0;0;0;0
2017-06-21T13:43:54.040+05:30;2;0;0;0;0
2017-06-21T13:43:54.091+05:30;2;0;0;0;0
2017-06-21T13:43:54.140+05:30;2;0;0;0;0
2017-06-21T13:43:54.379+05:30;2;0;0;0;0
2017-06-21T13:43:54.382+05:30;2;0;0;0;0
2017-06-21T13:43:54.389+05:30;2;0;0;0;0
2017-06-21T13:43:54.392+05:30;2;0;0;0;0
2017-06-21T13:43:54.395+05:30;2;0;0;0;0
2017-06-21T13:43:54.446+05:30;2;0;0;0;0
2017-06-21T13:43:54.490+05:30;2;0;0;0;0
2017-06-21T13:43:54.540+05:30;2;0;0;0;0
2017-06-21T13:43:54.590+05:30;2;0;0;0;0
2017-06-21T13:43:54.640+05:30;2;0;0;0;0
2017-06-21T13:43:54.741+05:30;2;0;0;0;0
2017-06-21T13:43:54.744+05:30;2;0;0;0;0
2017-06-21T13:43:54.790+05:30;2;0;0;0;0
2017-06-21T13:43:54.840+05:30;2;0;0;0;0
2017-06-21T13:43:54.890+05:30;2;0;0;0;0
2017-06-21T13:43:54.947+05:30;2;0;0;0;0
2017-06-21T13:43:54.990+05:30;2;0;0;0;0
2017-06-21T13:43:55.040+05:30;2;0;0;0;0
2017-06-21T13:43:55.090+05:30;2;0;0;0;0
2017-06-21T13:43:55.141+05:30;2;0;0;0;0
2017-06-21T13:43:55.379+05:30;1;0;0;0;0
2017-06-21T13:43:55.382+05:30;1;0;0;0;0
2017-06-21T13:43:55.389+05:30;1;0;0;0;0
2017-06-21T13:43:55.393+05:30;1;0;0;0;0
